usuario_id,nombre_completo,email,telefono,edad,genero,pais,ciudad_envio,estado_cuenta,fecha_registro,n_pedidos,gasto_total,ticket_medio,pedidos_tarde,rating_medio,origen_dato
635,Loida Vargas,zamoramitzy@example.com,+34944 374 845,53.0,M,Colombia,Medellín,Activo,2025-01-24,4.0,3650.38,912.595,1.0,5.0,regex
636,Claudio Aguayo,diana11@example.net,+34 986 62 33 92,49.0,F,Perú,Trujillo,Activo,2023-06-12,3.0,15149.109999999999,5049.703333333333,1.0,3.5,regex
637,Carla Burgos,zponce@example.com,1-725-214-5264x71246,75.0,,Chile,Valparaíso,Activo,2024-01-14,1.0,33.93,33.93,0.0,,regex
638,Norberto Cabrera,zelayaanel@example.net,+34931208005,55.0,M,Argentina,Mendoza,Suspendido,2024-04-10,1.0,288.66,288.66,0.0,,regex
639,Ángela Fabregat,omargamez@example.com,+34 846 95 92 72,68.0,,Argentina,Córdoba,Inactivo,2025-10-19,2.0,1008.53,504.265,0.0,,regex
640,Alta  Gracia Carreño,bianca52@example.net,+34 826 739 295,,F,Perú,Iquitos,Inactivo,2026-02-21,6.0,9063.98,1510.6633333333332,1.0,2.5,regex
641,Marisol Bastida,josefinacisneros@example.org,1-605-079-1815,56.0,M,México,Puebla,Activo,2025-08-17,4.0,11529.23,2882.3075,2.0,2.0,regex
642,Lorenzo Cervántez,guillermopolanco@example.com.,170-715-8796x474,,F,México,Ciudad de México,Activo,2024-12-09,1.0,1589.05,1589.05,0.0,,regex
643,Godofredo Melero,mamen08@example.org,+34901635806,55.0,F,Venezuela,Valencia,Suspendido,2024-11-18,1.0,240.2,240.2,0.0,3.0,regex
644,Visitación Cabeza,estelamaya@example.org.,+34980 399 006,48.0,Otro,Chile,Valparaíso,Activo,2026-01-21,2.0,2072.15,1036.075,0.0,,regex
645,Ámbar Acuña,galo63@example.com,+22(9)3946943460,72.0,F,Chile,Antofagasta,Activo,2025-10-29,1.0,73.5,73.5,1.0,4.0,regex
646,Germán Torrents,ortegaalma@example.net.,311-127-1285,60.0,M,Chile,Temuco,Suspendido,2026-03-10,1.0,349.41,349.41,0.0,3.0,regex
647,Leonel Terán,rebeca41@example.org,1-187-328-0771,54.0,Otro,México,Tijuana,Activo,2024-01-16,2.0,1007.6,503.8,0.0,4.0,regex
648,Dulce María Bauz,cpelaez@example.net,+34 971 90 83 35,32.0,M,México,Puebla,Activo,2025-01-23,0.0,0.0,,0.0,,regex
649,Néstor del Río,pfernandez@example.org,248-132-3570x713,42.0,F,Chile,La Serena,Inactivo,2025-01-10,3.0,798.1800000000001,266.06,0.0,,no_recuperado
650,Carla Báez,redondoaura@example.net,+34848 55 02 13,38.0,,España,Sevilla,Suspendido,2024-07-01,2.0,5009.94,2504.97,0.0,,regex
651,Odalys Valverde,maria-belenaranda@example.net,+34 727 96 49 67,,Otro,Argentina,Rosario,Activo,2025-05-28,2.0,3118.49,1559.245,0.0,4.0,regex
652,Jaime Roque,opalomino@example.org,264-250-6420x76836,51.0,F,Perú,Lima,Inactivo,2025-11-16,2.0,2935.16,1467.58,0.0,4.0,regex
653,Emilio Pérez,cregalado@example.com,556.283.3339,,F,México,Monterrey,Activo,2026-03-15,1.0,8663.73,8663.73,0.0,2.0,regex
654,Marisol Noriega,lauracisneros@example.com.,+34988 749 603,46.0,M,Chile,Santiago,Activo,2024-05-15,3.0,2163.52,721.1733333333333,1.0,4.5,regex
655,Georgina Sierra,margaritaalva@example.net,+34942 92 49 26,41.0,,México,Ciudad de México,Activo,2023-10-23,2.0,557.26,278.63,0.0,2.5,regex
656,Mayte Castrillo,santiago98@example.net.,+34825 110 005,61.0,F,España,Bilbao,Inactivo,2024-04-18,2.0,1688.38,844.19,0.0,,regex
657,Eloy Garcés,naranjosofia@example.com,524.418.2226x189,33.0,,Colombia,Bogotá,Activo,2023-10-31,3.0,1960.33,653.4433333333333,0.0,4.0,regex
658,Gilberto Carballo,wcaballero@example.org,+34 942 767 209,75.0,Otro,Chile,Valparaíso,Activo,2026-02-24,2.0,14611.210000000001,7305.6050000000005,1.0,4.5,regex
659,Victorino Téllez,arturo51@example.org,+34 901621354,56.0,Otro,Chile,Santiago,Activo,2024-06-02,4.0,3170.48,792.62,2.0,2.0,regex
660,Adriana de la O,elisa84@example.net.,+34979 520 344,70.0,F,Perú,Iquitos,Activo,2026-05-06,1.0,548.2,548.2,0.0,,no_recuperado
661,Alfredo Reynoso,carmen02@example.net.,+34 724637660,71.0,F,México,Ciudad de México,Suspendido,2025-06-12,0.0,0.0,,0.0,,regex
662,Josefina Palomo,javieribarra@example.net,+34 979 44 17 15,50.0,F,Chile,Santiago,Activo,2023-06-05,1.0,523.71,523.71,0.0,,regex
663,Noelia Herrero,raulbas@example.org,+34823 10 05 91,22.0,M,Chile,Santiago,Inactivo,2025-02-07,2.0,4780.27,2390.135,1.0,3.5,regex
664,Susana Caraballo,chamorroheraclio@example.net,+34861106330,,F,Chile,Concepción,Activo,2024-07-08,1.0,200.07,200.07,0.0,3.0,regex
665,Alba Valbuena,umaestre@example.net,+34971 280 123,74.0,Otro,Chile,Temuco,Suspendido,2023-10-15,2.0,1780.22,890.11,0.0,,regex
666,Juana Benitez,reginamontoya@example.org.,+34 944 94 96 84,60.0,M,España,Barcelona,Suspendido,2024-08-20,1.0,43.58,43.58,0.0,,regex
667,Fabiola Infante,andresbanuelos@example.org,096.170.1595,,Otro,Perú,Trujillo,Inactivo,2025-01-23,1.0,1757.44,1757.44,0.0,,regex
668,María del Carmen Rosado,wmacias@example.com.,(339)205-6775x6777,,,Colombia,Bogotá,Inactivo,2023-10-13,2.0,996.11,498.055,0.0,4.0,ner
669,Lourdes Chaparro,zcordova@example.com,+34 962 292 310,26.0,F,España,Madrid,Inactivo,2024-10-09,3.0,2480.2200000000003,826.7400000000001,0.0,4.0,regex
670,Iván Almeida,tcovarrubias@example.net,379.766.2705,36.0,,Venezuela,Barquisimeto,Suspendido,2023-07-23,1.0,191.79,191.79,0.0,,regex
671,Mateo Cisneros,agascon@example.com,+34902 254 969,54.0,Otro,Perú,Chiclayo,Activo,2025-02-25,3.0,5103.650000000001,1701.216666666667,0.0,5.0,regex
672,Jacinto Cazares,bbarajas@example.com.,335)357-4859,44.0,F,Perú,Trujillo,Activo,2025-09-13,1.0,940.7,940.7,0.0,,regex
673,Leandra Ibañez,ualmaraz@example.net.,+34942 295 187,,Otro,Venezuela,Barcelona,Activo,2025-03-01,3.0,4499.53,1499.8433333333332,0.0,3.5,regex
674,Ángel Ordóñez,leonor25@example.org,305.597.8245,53.0,Otro,México,Guadalajara,Inactivo,2026-04-24,0.0,0.0,,0.0,,regex
675,Palmira Carreño,esquivelofelia@example.net,660.443.2400,43.0,Otro,Venezuela,Valencia,Activo,2023-08-05,3.0,6502.1900000000005,2167.396666666667,1.0,,regex
676,Concepción Olivas,gmiralles@example.com,397-429-2501,65.0,M,Perú,Chiclayo,Inactivo,2025-12-17,1.0,1880.2,1880.2,0.0,,regex
677,José Carlos Miró,puenteveronica@example.com,(590)459-9080,31.0,Otro,México,Monterrey,Inactivo,2024-11-05,1.0,82.3,82.3,1.0,4.0,regex
678,Enrique Calatayud,cirinopalomino@example.com.,06517680866,57.0,Otro,Venezuela,Barcelona,Activo,2024-12-31,3.0,2089.0299999999997,696.3433333333332,0.0,3.0,regex
679,Odalys Sanabria,julianjavi@example.org,+34 730 370 033,23.0,M,Chile,Temuco,Activo,2026-03-22,3.0,4313.39,1437.7966666666669,0.0,5.0,regex
680,Angelita Medrano,galmaraz@example.com,+68(1)0390339705,,Otro,Perú,Iquitos,Suspendido,2025-02-06,2.0,2892.32,1446.16,0.0,,regex
681,Nancy Puerta,brunildaaguilera@example.net,858-623-9453,,Otro,España,Valencia,Suspendido,2026-01-19,0.0,0.0,,0.0,,regex
682,Carla Razo,xvigil@example.com,+34861 061 339,62.0,M,Chile,La Serena,Suspendido,2025-11-08,2.0,5693.21,2846.605,0.0,,regex
683,Soraya Muro,godinezraquel@example.com,+34 983040325,28.0,M,Perú,Chiclayo,Activo,2024-11-08,0.0,0.0,,0.0,,regex
684,Itzel Ornelas,jtenorio@example.net,(319)100-9004x04769,43.0,,Argentina,Buenos Aires,Suspendido,2023-08-25,2.0,1687.83,843.915,0.0,,regex
685,Esmeralda Rocha,lemuslorena@example.net,+34900014247,53.0,F,España,Sevilla,Suspendido,2023-09-19,2.0,8933.49,4466.745,0.0,4.0,regex
686,Silvia Delgado,boixluciana@example.org,1-844-097-1231x6600,70.0,F,Argentina,Mendoza,Activo,2024-08-27,2.0,3039.88,1519.94,0.0,,regex
687,Liliana Alcalde,lucasleire@example.com,1-404-337-0096,,M,Chile,Concepción,Inactivo,2025-09-24,2.0,1607.3300000000002,803.6650000000001,0.0,5.0,regex
688,Luciano Bueno,irodriquez@example.org,(588)255-6296x57542,69.0,Otro,Argentina,La Plata,Activo,2025-05-20,3.0,15926.82,5308.94,1.0,4.0,regex
689,Jorge Luis Briseño,isabelamunoz@example.net,1-820-582-9582x923,34.0,Otro,Venezuela,Caracas,Inactivo,2023-08-08,3.0,1891.5800000000002,630.5266666666668,1.0,2.5,regex
690,Bruno Vizcaíno,iniguezcarmelita@example.net,+34877571558,67.0,M,Chile,Concepción,Activo,2024-12-04,1.0,139.1,139.1,0.0,,regex
691,Estefanía Pantoja,felicidadsantiago@example.org,+34 681 721 436,47.0,Otro,Colombia,Cartagena,Activo,2025-10-31,2.0,8622.380000000001,4311.1900000000005,0.0,5.0,regex
692,Ofelia Alvarez,marquesdionisio@example.org,+34 821147165,61.0,Otro,Perú,Chiclayo,Activo,2023-05-22,3.0,1724.3700000000001,574.7900000000001,1.0,4.0,regex
693,Jacobo Noriega,tiburcio99@example.com,+34979 07 55 04,51.0,Otro,Colombia,Cali,Activo,2025-12-09,3.0,3075.42,1025.14,2.0,2.0,regex
694,Pablo Rocamora,yamador@example.org,07481131765,61.0,,España,Málaga,Activo,2025-03-02,1.0,950.3,950.3,0.0,,regex
695,Aldo Marín,sessapartida@example.org,+34841 90 87 18,29.0,,Chile,Antofagasta,Activo,2024-09-29,1.0,271.46,271.46,0.0,,regex
696,Omar Isern,cdavila@example.com,+34800495612,31.0,M,México,Guadalajara,Activo,2023-12-15,2.0,1128.04,564.02,0.0,,regex
697,Felix Ponce,tarranz@example.org,+34 924 973 711,40.0,,Venezuela,Barcelona,Activo,2023-10-10,2.0,906.56,453.28,1.0,4.0,regex
698,Urbano Navarro,sosajose-carlos@example.net,+34 948 70 46 86,18.0,Otro,Colombia,Barranquilla,Activo,2023-07-21,1.0,2947.4,2947.4,0.0,,regex
699,Wendolin Roldán,citlalicasarez@example.org,+34823923785,38.0,F,Argentina,Rosario,Suspendido,2024-10-15,3.0,9262.82,3087.6066666666666,0.0,3.0,regex
700,Dafne Carrillo,hermenegildocolom@example.com,+34943050801,,Otro,Colombia,Barranquilla,Activo,2025-02-10,1.0,880.62,880.62,0.0,,regex
701,Marcio Montenegro,mgarcia@example.net,731.268.8122x821,48.0,,Venezuela,Barcelona,Activo,2024-11-23,4.0,1540.76,385.19,0.0,2.0,regex
702,Clarisa Huerta,espartaco46@example.org,+56(0)3567932798,47.0,,Venezuela,Caracas,Suspendido,2025-04-18,1.0,1863.54,1863.54,0.0,,regex
703,Jose Antonio Salinas,aanguita@example.org,+34844 05 46 47,,M,México,Guadalajara,Activo,2024-04-07,3.0,1183.99,394.66333333333336,1.0,4.0,regex
704,Homero Segura,svillalpando@example.net,+34 976 517 588,48.0,Otro,México,Puebla,Activo,2024-02-10,1.0,957.47,957.47,0.0,4.0,regex
705,Genaro Villegas,aurea53@example.net,+34 925 43 58 64,,,Perú,Arequipa,Activo,2025-02-24,2.0,890.43,445.215,0.0,,regex
706,María Jesús Marquez,leticia88@example.com.,+34974 98 21 43,64.0,,México,Puebla,Activo,2025-02-24,2.0,1094.71,547.355,0.0,,regex
707,Dulce Noriega,ttome@example.com.,(524)914-1686x0134,,,Colombia,Cartagena,Inactivo,2024-09-20,1.0,164.34,164.34,0.0,,regex
708,Nayeli Farías,poncesoledad@example.com.,+34 977665122,68.0,F,Perú,Lima,Activo,2024-06-10,3.0,3542.77,1180.9233333333334,0.0,,regex
709,Ariel Lobato,edu16@example.org,+34 810159446,21.0,,Perú,Chiclayo,Activo,2024-01-18,4.0,9334.37,2333.5925,1.0,4.5,regex
710,Pedro Granado,molinermaria-belen@example.org,+34 942 38 90 21,41.0,F,Argentina,Rosario,Suspendido,2025-10-14,1.0,350.21,350.21,0.0,,regex
711,Claudio Ramos,angeldaza@example.org,+34886103469,,,España,Madrid,Suspendido,2024-09-10,3.0,10393.060000000001,3464.353333333334,0.0,,regex
712,Cornelio Real,vcornejo@example.com,+84(3)7685507896,40.0,F,México,Guadalajara,Suspendido,2025-03-05,2.0,5415.610000000001,2707.8050000000003,0.0,,regex
713,Claudio Pina,ngalan@example.com,434-369-7093x170,47.0,Otro,Chile,Santiago,Activo,2025-01-26,4.0,2428.7799999999997,607.1949999999999,0.0,,regex
714,Juana Tudela,fpineda@example.com.,345.472.2398,44.0,Otro,Perú,Cusco,Suspendido,2025-11-23,1.0,474.47,474.47,0.0,,regex
715,José Granados,cirinoayllon@example.com,+34985 472 426,38.0,F,Argentina,Tucumán,Activo,2025-12-20,2.0,772.39,386.195,0.0,,regex
716,Jenaro Marrero,guardiolasalome@example.org,+34 854 876 230,65.0,Otro,Colombia,Barranquilla,Suspendido,2025-03-01,1.0,2559.63,2559.63,0.0,,regex
717,Bonifacio Leon,sevillanocarolina@example.com.,+34 846 823 052,29.0,,Colombia,Barranquilla,Activo,2024-11-23,4.0,935.17,233.7925,0.0,,regex
718,Angelita Prada,atiliosomoza@example.org,+34 880959473,31.0,M,Perú,Trujillo,Inactivo,2023-11-18,0.0,0.0,,0.0,,regex
719,Leyre Cáceres,pielias@example.org,1-876-886-8785x996,19.0,F,Chile,Santiago,Suspendido,2024-12-04,1.0,1173.78,1173.78,0.0,,regex
720,Daniela Castro,candelariopedrero@example.com,+34 947 66 45 05,,Otro,España,Barcelona,Activo,2023-12-14,0.0,0.0,,0.0,,regex
721,Ildefonso Contreras,violetamadrid@example.com.,+34 844037476,46.0,Otro,Perú,Trujillo,Activo,2025-06-30,1.0,927.37,927.37,0.0,,regex
722,Emilia Cedillo,guillenclemente@example.net,+34 900 50 57 66,73.0,F,Venezuela,Barcelona,Inactivo,2025-02-24,3.0,19677.53,6559.176666666666,0.0,,regex
723,Nelly Arevalo,moraisabel@example.org,201-284-0083x8507,53.0,F,Chile,La Serena,Activo,2024-05-11,4.0,17537.98,4384.495,0.0,5.0,regex
724,Javier Linares,sierrarocio@example.org,680.898.1265x742,,Otro,Perú,Arequipa,Suspendido,2025-08-23,0.0,0.0,,0.0,,regex
725,Ciro Leal,almaarmendariz@example.com,+34842369362,58.0,Otro,Chile,Antofagasta,Activo,2024-12-30,4.0,3917.9700000000003,979.4925000000001,0.0,,regex
726,Enrique Batalla,laralucia@example.com,+34 876 72 71 17,32.0,M,Colombia,Barranquilla,Inactivo,2025-03-17,3.0,768.0699999999999,256.0233333333333,0.0,,regex
727,Mariano Velázquez,olivia29@example.net,330.674.5847x6094,51.0,,España,Madrid,Activo,2023-09-04,2.0,1984.47,992.235,1.0,1.0,regex
728,Catalina Gilabert,gcoronado@example.net,(669)541-3297x150,37.0,M,Venezuela,Valencia,Inactivo,2024-07-28,1.0,875.52,875.52,0.0,,regex
729,Cristian Rojas,raimundo14@example.org,693.663.4392x529,,M,Chile,Concepción,Suspendido,2025-02-19,1.0,9669.85,9669.85,0.0,,regex
730,Cosme Blanca,calixtaromero@example.com,+34845 00 72 02,28.0,Otro,Colombia,Cartagena,Inactivo,2026-04-23,2.0,3054.35,1527.175,0.0,,regex
731,Jonás Arjona,natalio10@example.net,+34800903267,,,México,Guadalajara,Activo,2024-02-27,3.0,4307.8099999999995,1435.9366666666665,0.0,,regex
732,Sergio Luís,sevillaeloisa@example.com.,+34983 17 93 40,65.0,Otro,Argentina,Buenos Aires,Activo,2025-11-29,2.0,3200.5699999999997,1600.2849999999999,0.0,5.0,regex
733,Jordana Regalado,guadalupe66@example.org,533)722-0109,47.0,Otro,España,Madrid,Inactivo,2025-07-11,1.0,1313.64,1313.64,0.0,,regex
734,Isabela Venegas,arozas@example.org,1-370-526-3510,21.0,Otro,España,Barcelona,Activo,2025-05-01,2.0,478.64,239.32,0.0,,regex
735,Irene Cepeda,wmascarenas@example.net,+34 702461752,46.0,Otro,México,Tijuana,Activo,2026-01-04,0.0,0.0,,0.0,,regex
736,Armida Ledesma,silvestrearenas@example.org,1-595-501-7833x25848,44.0,F,México,Guadalajara,Inactivo,2026-01-09,4.0,18373.61,4593.4025,0.0,3.0,regex
737,Trinidad Sanz,sarmendariz@example.com,+34946 917 679,68.0,M,Colombia,Barranquilla,Activo,2026-02-15,3.0,4031.5599999999995,1343.8533333333332,0.0,2.0,regex
738,Vinicio Macías,guiomarizquierdo@example.com,+83(0)3736060148,22.0,Otro,Venezuela,Barquisimeto,Inactivo,2023-05-28,1.0,29.43,29.43,0.0,4.0,regex
739,Ruby Valdés,melisa13@example.com.,(830)615-3701,33.0,F,España,Sevilla,Inactivo,2026-02-24,1.0,32.2,32.2,0.0,,regex
740,Darío Hinojosa,luisfigueroa@example.net,+34927144881,,,Colombia,Cali,Activo,2026-04-22,4.0,5789.71,1447.4275,0.0,5.0,regex
741,Reyna Heras,gaston17@example.com.,+34 981 87 81 79,34.0,,Chile,Temuco,Activo,2025-09-17,1.0,294.36,294.36,0.0,,regex
742,Aurelio del Valle,patriciohenriquez@example.net,+34823122528,,F,España,Valencia,Activo,2024-10-16,2.0,292.46000000000004,146.23000000000002,0.0,,ner
743,Alta  Gracia Ordóñez,sepulvedakarina@example.org,+34 871 97 91 37,18.0,M,Venezuela,Barquisimeto,Suspendido,2024-07-08,0.0,0.0,,0.0,,regex
744,Elvia Arce,abelardovasquez@example.com,+34935 605 712,56.0,M,Colombia,Barranquilla,Activo,2025-02-20,0.0,0.0,,0.0,,regex
745,Dorita Sáenz,carla90@example.net.,486.401.0424,,,México,Tijuana,Suspendido,2026-05-10,1.0,2532.32,2532.32,0.0,,regex
746,Jacinto Benavídez,samaniegohomero@example.net,(004)521-2899x151,27.0,Otro,Argentina,La Plata,Suspendido,2026-04-13,2.0,5414.28,2707.14,1.0,,regex
747,Ilse España,guardiolaaugusto@example.com,(818)984-8416x0461,32.0,F,México,Monterrey,Suspendido,2024-02-29,3.0,3225.0499999999997,1075.0166666666667,0.0,,regex
748,Emigdio Busquets,tapiaaristides@example.com,814-298-3152x291,69.0,,Venezuela,Valencia,Activo,2024-10-07,3.0,4318.26,1439.42,0.0,4.0,regex
749,Fortunato Raya,corona37@example.net,+34 816 396 384,,,México,Tijuana,Inactivo,2023-10-07,5.0,5575.64,1115.1280000000002,0.0,4.0,regex
750,Ricardo Jiménez,riverajose-mari@example.net,+16(9)3429291320,,M,Colombia,Bucaramanga,Suspendido,2026-05-08,2.0,1303.49,651.745,0.0,4.0,regex
751,Lupe Prat,leonelcapdevila@example.net,+34874 10 61 53,28.0,M,Venezuela,Maracaibo,Suspendido,2023-10-16,2.0,812.6800000000001,406.34000000000003,0.0,,regex
752,Ruperta Meléndez,rsolano@example.com,(323)653-3774x60406,47.0,M,Chile,Valparaíso,Suspendido,2023-10-31,1.0,353.88,353.88,0.0,,regex
753,Marianela Soria,lilianacarranza@example.com,+34 887 42 60 78,,Otro,Chile,Valparaíso,Activo,2025-02-11,1.0,3183.47,3183.47,1.0,,regex
754,Hernán Sancho,primitiva76@example.com,+34977 37 20 37,30.0,Otro,Venezuela,Valencia,Inactivo,2024-01-05,4.0,3857.92,964.48,0.0,,regex
755,Damián Nevárez,juradovictoria@example.net,601.913.4438x99827,,F,México,Puebla,Inactivo,2023-10-21,1.0,2415.89,2415.89,1.0,2.0,regex
756,Nacio Vanegas,rosaleseloisa@example.org,+34 902644936,20.0,M,Perú,Iquitos,Activo,2023-08-24,2.0,1432.02,716.01,0.0,,regex
757,Sofía Hierro,miramontesjonas@example.com,+34986 57 36 80,49.0,,México,Puebla,Activo,2023-09-01,1.0,18.8,18.8,0.0,4.0,regex
758,Jerónimo Armas,irevilla@example.net,+34826 872 333,,Otro,Colombia,Bucaramanga,Suspendido,2023-08-25,1.0,30.01,30.01,0.0,,regex
759,Adalberto Casárez,ffuentes@example.com,+34 831498307,18.0,M,Perú,Chiclayo,Inactivo,2024-12-24,1.0,11675.59,11675.59,1.0,3.0,regex
760,Ángeles Gálvez,benito18@example.net,+34 886 06 55 78,47.0,Otro,Venezuela,Barquisimeto,Activo,2023-06-09,3.0,16635.11,5545.036666666667,0.0,3.0,regex
761,Eulalia Llopis,pacificacrespo@example.org.,+34853 332 470,21.0,Otro,Venezuela,Maturín,Activo,2024-01-13,3.0,10356.9,3452.2999999999997,0.0,1.0,regex
762,Amílcar Fuente,magdalena21@example.org.,025-082-6112x312,51.0,M,España,Málaga,Activo,2023-09-06,3.0,2885.69,961.8966666666666,1.0,3.0,regex
763,Juana Larrea,mcotto@example.net,+34972 629 745,33.0,,Chile,Valparaíso,Activo,2025-03-05,2.0,7947.68,3973.84,0.0,5.0,regex
764,Gustavo Lucero,lbustos@example.org,+34 807381876,54.0,F,Venezuela,Caracas,Inactivo,2023-07-07,5.0,7854.46,1570.892,1.0,2.0,regex
765,Bárbara Cases,verdugorosa@example.net,+34 880881588,,F,Venezuela,Maturín,Suspendido,2024-02-19,4.0,6008.139999999999,1502.0349999999999,1.0,,regex
766,Paulina Escalona,ntrujillo@example.org,+34 824829716,75.0,F,Colombia,Bogotá,Suspendido,2025-07-27,4.0,6944.72,1736.18,1.0,4.5,regex
767,María Luisa Llorente,apodacaadalberto@example.org,+34 741529113,44.0,Otro,Argentina,Córdoba,Inactivo,2026-03-20,0.0,0.0,,0.0,,regex
768,Valentín Báez,patriciomilla@example.com.,+34 982 444 218,33.0,,Argentina,La Plata,Suspendido,2025-02-26,2.0,2418.85,1209.425,0.0,5.0,regex
769,Graciela Solorio,gabinomalo@example.net,+34916 708 670,43.0,M,Colombia,Cali,Activo,2025-02-25,2.0,957.89,478.945,0.0,,regex
770,Gisela Guillen,teresa51@example.com,266-913-6248,51.0,,Chile,Valparaíso,Activo,2024-04-14,0.0,0.0,,0.0,,regex
771,Milagros Arguello,abaena@example.org,+34 947 998 795,53.0,Otro,Chile,Valparaíso,Suspendido,2025-09-03,0.0,0.0,,0.0,,regex
772,Edgardo Barrera,casillasjulio-cesar@example.com,+34 986044287,34.0,F,México,Monterrey,Suspendido,2025-12-30,1.0,892.07,892.07,0.0,,regex
773,Ascensión Pineda,pulidojulio@example.org.,+34 820269428,43.0,Otro,España,Barcelona,Activo,2024-07-30,3.0,8393.15,2797.7166666666667,0.0,,regex
774,Alfonso Rivas,lorenza86@example.org,+34902 41 70 64,70.0,Otro,México,Monterrey,Suspendido,2023-10-29,1.0,195.87,195.87,0.0,5.0,regex
775,Gregorio Estévez,zeferinonegrete@example.com.,+34 900 301 764,59.0,F,España,Bilbao,Activo,2025-09-25,2.0,2162.5,1081.25,0.0,,regex
776,Nelly Gonzalez,jose-antonio88@example.net,+34 886 527 905,40.0,F,Venezuela,Maturín,Inactivo,2024-03-23,1.0,2745.15,2745.15,0.0,,regex
777,Reyna Griego,horaciopadilla@example.org,1-516-321-1197x8718,65.0,Otro,España,Barcelona,Suspendido,2025-03-05,3.0,637.25,212.41666666666666,1.0,3.0,regex
778,Jose Angel Figuerola,ceciliapalacios@example.net,060.119.8756,,M,Perú,Arequipa,Activo,2024-09-28,1.0,14397.04,14397.04,0.0,,regex
779,Pedro Alarcón,otiliaamor@example.org.,+34 923 618 298,50.0,Otro,México,Ciudad de México,Activo,2024-02-02,2.0,8453.43,4226.715,0.0,,regex
780,Isabela Salinas,ruben16@example.org,+34943 59 52 01,54.0,Otro,Venezuela,Valencia,Activo,2025-03-02,4.0,3794.1000000000004,948.5250000000001,0.0,,regex
781,Sabina Cardona,estherosorio@example.net,1-092-632-2399,39.0,M,México,Guadalajara,Inactivo,2023-07-30,1.0,1526.19,1526.19,0.0,,regex
782,Gerardo Miranda,caballeroflorencia@example.org,886-050-5376,43.0,Otro,Argentina,Rosario,Inactivo,2024-08-30,2.0,10686.919999999998,5343.459999999999,0.0,4.0,regex
783,Aurelia Carnero,caleman@example.org,+34984356691,,Otro,México,Puebla,Activo,2024-07-07,1.0,1552.44,1552.44,0.0,,regex
784,Antonia Galindo,maria-jesusgil@example.com,068.826.9177,,,Chile,Temuco,Activo,2025-08-24,1.0,408.72,408.72,0.0,4.0,regex
785,Ester Zamorano,alfredo13@example.com,+34 986 735 437,60.0,F,España,Madrid,Inactivo,2024-07-30,2.0,14580.66,7290.33,0.0,,regex
786,Joaquín Castellanos,pellicervito@example.net,+34 806 859 914,19.0,F,Chile,Valparaíso,Activo,2025-01-29,4.0,3802.83,950.7075,1.0,2.0,regex
787,Lidia Herrera,xrivero@example.net,489)971-8428,57.0,,Chile,Valparaíso,Inactivo,2024-05-07,2.0,1000.85,500.425,0.0,,regex
788,Macario Vall,deliaespinal@example.org,+34 877 426 698,,M,México,Puebla,Activo,2024-07-30,0.0,0.0,,0.0,,regex
789,Celestina Correa,reynalorena@example.org,348)389-3595,18.0,F,México,Mérida,Activo,2026-01-19,3.0,2305.16,768.3866666666667,0.0,4.0,regex
790,Gema López,saturnino12@example.net,1-082-695-8264,31.0,M,Perú,Chiclayo,Suspendido,2025-09-15,2.0,262.77,131.385,1.0,2.0,regex
791,Renato Montañez,galvezadela@example.net,123)859-5143,,Otro,Chile,Temuco,Activo,2024-01-29,0.0,0.0,,0.0,,regex
792,Nancy Arevalo,alegoicoechea@example.org.,+34983696610,30.0,Otro,España,Sevilla,Suspendido,2025-11-09,1.0,1649.43,1649.43,0.0,5.0,regex
793,Nadia Benavides,odalysnadal@example.org,+34 820680941,35.0,Otro,Colombia,Bogotá,Activo,2025-03-31,1.0,345.38,345.38,0.0,,regex
794,Rosa Ayala,odiaz@example.net,+34971 620 534,73.0,,España,Málaga,Inactivo,2023-05-29,2.0,1015.3299999999999,507.66499999999996,0.0,5.0,regex
795,Marcos Zamudio,dcuriel@example.net,662-925-0817,49.0,Otro,España,Valencia,Suspendido,2026-02-15,3.0,2773.7,924.5666666666666,0.0,,regex
796,Felipe Lago,rzamora@example.net,03337312552,19.0,M,Chile,La Serena,Activo,2024-05-22,2.0,74.27,37.135,0.0,2.0,regex
797,Bianca Tovar,nalarcon@example.org,+34 822 92 06 13,49.0,,Argentina,Mendoza,Activo,2024-01-26,1.0,1431.81,1431.81,0.0,,regex
798,César Saldivar,mcasas@example.org.,08444902950,,F,Argentina,Tucumán,Activo,2025-12-13,1.0,784.38,784.38,0.0,4.0,regex
799,Nayeli Busquets,gloria03@example.com,+34881167812,27.0,F,Argentina,Mendoza,Inactivo,2025-07-31,1.0,1792.22,1792.22,0.0,,regex
800,Yeni Estévez,cuellarfeliciana@example.org,1-821-348-6298,57.0,Otro,Chile,Santiago,Activo,2025-08-18,3.0,6738.45,2246.15,1.0,,regex
801,Sandra Cardona,sebastian05@example.org,079.866.1770x67368,,Otro,Chile,Valparaíso,Activo,2025-12-08,3.0,12479.669999999998,4159.889999999999,0.0,,regex
802,Pánfilo Peñalver,donosogeraldo@example.org.,1-216-505-8714,73.0,M,Perú,Trujillo,Activo,2025-01-24,1.0,372.01,372.01,0.0,,regex
803,Azeneth Belmonte,clementina67@example.net,+34 987436998,28.0,,Perú,Arequipa,Activo,2025-09-15,1.0,1821.39,1821.39,0.0,1.0,regex
804,Federico Arellano,zedilloestela@example.net,948.424.9598x81145,66.0,F,Perú,Trujillo,Inactivo,2025-03-27,2.0,719.46,359.73,0.0,,regex
